ID,Entry,Sectors_Pred_0.2,Subpillars_2D_Pred_0.2,Subpillars_1D_Pred_0.2,Demographic_Groups_Pred_0.2,Specific_Needs_Groups_Pred_0.2,Severity_Pred_0.2,Geo_Pred_0.2,Reliability_Pred_0.2,Affected_Groups_Pred_0.2,Sectors_Wrong_Pred_0.2,Subpillars_2D_Wrong_Pred_0.2,Subpillars_1D_Wrong_Pred_0.2,Demographic_Groups_Wrong_Pred_0.2,Specific_Needs_Groups_Wrong_Pred_0.2,Severity_Wrong_Pred_0.2,Geo_Wrong_Pred_0.2,Reliability_Wrong_Pred_0.2,Affected_Groups_Wrong_Pred_0.2,Sectors_Mis_Pred_0.2,Subpillars_2D_Mis_Pred_0.2,Subpillars_1D_Mis_Pred_0.2,Demographic_Groups_Mis_Pred_0.2,Specific_Needs_Groups_Mis_Pred_0.2,Severity_Mis_Pred_0.2,Geo_Mis_Pred_0.2,Reliability_Mis_Pred_0.2,Affected_Groups_Mis_Pred_0.2,Sectors_GT,Subpillars_2D_GT,Subpillars_1D_GT,Demographic_Groups_GT,Specific_Needs_Groups_GT,Severity_GT,Geo_GT,Reliability_GT,Affected_Groups_GT
f96f773a-1ae1-11ec-9ef3-0242ac110002,"During the reporting period, two health sector case management working group meeting along with two case conference call for SARI ITCs and two case conference call for ICU/HDU of Cox’s Bazar District Hospital were conducted. The SARI ITC bed ocupancy rate is current- ly 54% (Ukhiya 61% and Teknaf 43%). For the admitted patients, 73% of them are categorized as mild patients, 16% moderate, 10% severe and 1% as critical cases. At the 250 Bed District Sadar Hospital, the Intensive Care Unit (ICU) has 10 beds while the High Dependency Unit (HDU) has 15 beds and the Severe Care Unit (SCU) has 13 beds (all of the beds are functional). At the end of the reporting period, 21 beds are occupied with suspected and confirmed COVID-19 patients.

Ensuring the provision of essential health services remains a priority in Cox’s Bazar. Under the coordination of WHO and the Civil Surgeon, Cox’s Bazar, the Health Sector is providing health care to nearly 890 000 Rohingya refugees and 472 000 Bangladeshi living in the sur- rounding areas of the refugee camps. The health facilities operated by Health Sector partners to provide services to the population include 41 primary health care centers (PHCs), 90 Health Posts (HPs), 23 spe- cial facilities and three field hospitals.

Under the leadership of the Government of Bangladesh and with the technical support of WHO and Health Sector partners, on August 10, 2021 a COVID-19 vaccination campaign started in the world’s largest refugee camp targeting Rohingya refugees of 55 years and above. 36 943 people received the first dose of COVID-19 vaccine during a 9-day vaccine roll out which reached 86% of the target population.

In total, 56 health facilities with 58 vaccination teams, each comprising Photo: Rohingya refugees had to present their vaccination card at the 2 vaccinators and 4 volunteers, are conducting vaccination sessions. health facilities to receive the first dose of the COVID-19 vaccine. Every healthcare facility has 1 supervisor, 2 AEFI focal person and 1 verifier for better vaccine management and monitoring. WHO has supported the Government with training of the human resources for the vaccination campaign, micro planning of vaccination session, vaccine distribution, developing the training packages and required forms in the line of National level, monitoring of the sessions and evaluation of the campaign, house to house mobilization along with other partners. In total, 25 Health Field Monitors of IVD team with 2 SIMOs and other 10 technical staff of WHO are in the field continu- ously for program monitoring. Currently, WHO is finalizing the micro plan for 2nd round vaccination which is expected to be started from second week of September. To better monitor vaccinations, WHO has developed a concurrent vaccination session monitoring tool. So far, more than 550 sessions were being monitored by the independent monitors which covered 100% sessions.",['Health'],['Humanitarian Conditions->Physical And Mental Well Being'],['Context->Demography'],[],['Pregnant or Lactating Women'],['Major'],"['250 Bed District Sadar Hospital', 'Cox Bazar District Hospital', 'Health Field Monitors', 'Health Sector', 'High Dependency Unit', 'National', 'Rohingya refugees', 'Teknaf', 'Ukhiya']",[],[],[],[],['Context->Demography'],[],['Pregnant or Lactating Women'],[],"['Health Field Monitors', 'Health Sector', 'High Dependency Unit', 'National', 'Rohingya refugees']",[],"['Affected', 'Displaced', 'IDP', 'Non Displaced']",[],"['Capacities & Response->International Response', 'Capacities & Response->National Response', 'Humanitarian Conditions->Living Standards', 'Priority Needs->Expressed By Humanitarian Staff']",[],[],[],[],[],[],['Host'],['Health'],"['Capacities & Response->International Response', 'Capacities & Response->National Response', 'Humanitarian Conditions->Living Standards', 'Humanitarian Conditions->Physical And Mental Well Being', 'Priority Needs->Expressed By Humanitarian Staff']",[],[],[],['Major'],"['250 Bed District Sadar Hospital', 'Cox Bazar District Hospital', 'Teknaf', 'Ukhiya']",[],['Host']
a848b1ce-1f68-11ec-929b-0242ac110002,"In August, 7,845 patients were screened and treated in fu corners of IOM supported health facilities, out of which 569 were referred as suspected COVID-19 cases to COVID-19 isolation centres for further evaluation ",['Health'],['Capacities & Response->International Response'],[],['Older Persons Unspecified gender (60+ years old)'],[],[],['Aquatabs'],[],[],[],[],[],['Older Persons Unspecified gender (60+ years old)'],[],[],['Aquatabs'],[],"['Affected', 'Displaced']",[],[],[],[],[],[],[],[],[],['Health'],['Capacities & Response->International Response'],[],[],[],[],[],[],[]
cc32410a-1aa8-11ec-b470-0242ac110002,"Under the leadership of the Government of Bangladesh and with the technical support of WHO and Health Sector partners, on August 10, 2021 COVID-19 vaccination cam- paign started in the world’s largest refugee camp tar- geting Rohingya refugees of 55 years and above.",['Health'],['Capacities & Response->International Response'],['Context->Demography'],"['Adult Unspecified gender (18-59 years old)', 'Older Persons Unspecified gender (60+ years old)']",[],[],['250 Bed District Sadar Hospital'],[],[],[],[],['Context->Demography'],[],[],[],['250 Bed District Sadar Hospital'],[],"['Affected', 'Displaced']",[],[],[],[],[],[],[],[],[],['Health'],['Capacities & Response->International Response'],[],"['Adult Unspecified gender (18-59 years old)', 'Older Persons Unspecified gender (60+ years old)']",[],[],[],[],[]
21eac05a-1d00-11ec-8dea-0242ac110002,"Under the leadership of the Government of Bangladesh and with the technical support of WHO and Health Sector partners, on August 10, 2021 COVID-19 vaccination campaign started in the world’s largest refugee camp targeting Rohingya refugees of 55 years and above.",['Health'],['Capacities & Response->International Response'],['Context->Demography'],"['Adult Unspecified gender (18-59 years old)', 'Older Persons Unspecified gender (60+ years old)']",[],[],['250 Bed District Sadar Hospital'],[],[],[],[],['Context->Demography'],['Adult Unspecified gender (18-59 years old)'],[],[],['250 Bed District Sadar Hospital'],[],"['Affected', 'Displaced']",[],[],[],[],[],[],[],[],[],['Health'],['Capacities & Response->International Response'],[],['Older Persons Unspecified gender (60+ years old)'],[],[],[],[],[]
00892828-160e-11ec-8daf-0242ac110002,"As of 31 January, 2,485,182 COVID-19 cases, 26,117 deaths and 2,370,431 recoveries have been confirmed in Turkey.The decrease in the positive cases driven by the containment restrictions the Government imposed at the end of November prompted the Ministry of National Education (MoNE) to resume all activities under its Lifelong Learning branch. As a result, the MUV vocational training reverted to in-class training as of","['Education', 'Health']",['Humanitarian Conditions->Physical And Mental Well Being'],['Casualties->Dead'],['Children/Youth Unspecified gender (5 to 17 years old)'],[],['Critical'],"['Adana', 'Turkey']",[],[],['Education'],[],[],['Children/Youth Unspecified gender (5 to 17 years old)'],[],[],['Adana'],[],['Affected'],[],"['Impact->Impact On Systems, Services And Networks']",[],[],[],[],[],[],[],['Health'],"['Humanitarian Conditions->Physical And Mental Well Being', 'Impact->Impact On Systems, Services And Networks']",['Casualties->Dead'],[],[],['Critical'],['Turkey'],[],[]
bdbb7916-1d00-11ec-a02b-0242ac110002,"A majority of the surveyed households were headed by a male, with 15.6 per cent female headed. Ability to cover basic needs varied depending on the gender of the household head, at a statistically significant rate. The largest differences were observed in Gaziantep and Hatay, with female-headed households significantly less likely to be able to cover their basic needs than male-headed households.",['Cross'],['Humanitarian Conditions->Living Standards'],['Context->Demography'],"['Adult Female (18 to 59 years old)', 'Adult Male (18 to 59 years old)']",['Female Head of Household'],['Of Concern'],"['Adıyaman', 'Gaziantep', 'Hatay']",[],[],[],[],['Context->Demography'],"['Adult Female (18 to 59 years old)', 'Adult Male (18 to 59 years old)']",[],['Of Concern'],[],[],"['Affected', 'Displaced', 'Migrants']",[],[],[],[],[],[],[],[],[],['Cross'],['Humanitarian Conditions->Living Standards'],[],[],['Female Head of Household'],[],"['Adıyaman', 'Gaziantep', 'Hatay']",[],[]
cf8a3bde-2023-11ec-b361-0242ac110002,"The channel most frequently used by community members to share feedback was phone (649 issues, 63.1%). Despite the COVID-19 situation, face to face interaction at the Community Centres was the second most preferred channel used by people to share their concerns. Around 258 issues (25.1%) were recorded through face to face interaction at the centre. 62 issues (6.04%) were recorded through the Advisory Committee meetings. Fewer issues were received through WhatsApp, Zoom/Skype and other channels.",['Cross'],[],['Information and Communication->Communication means and preferences'],['Children/Youth Unspecified gender (5 to 17 years old)'],[],[],['Bağcılar'],[],[],[],[],[],['Children/Youth Unspecified gender (5 to 17 years old)'],[],[],['Bağcılar'],[],"['Affected', 'Displaced']",[],[],[],[],[],[],[],[],[],['Cross'],[],['Information and Communication->Communication means and preferences'],[],[],[],[],[],[]
f9d69948-201c-11ec-abda-0242ac110002,The poorest households in the host community have been receiving support through UNHCR’s multi-year livelihood projects since 2019 as a commitment to ensure peaceful coexistence.,['Livelihoods'],['Capacities & Response->International Response'],['Context->Economy'],['Children/Youth Unspecified gender (5 to 17 years old)'],[],[],['Camp'],[],[],[],[],['Context->Economy'],['Children/Youth Unspecified gender (5 to 17 years old)'],[],[],[],[],"['Affected', 'Displaced', 'Host', 'IDP', 'Non Displaced']",[],[],[],[],[],[],[],[],[],['Livelihoods'],['Capacities & Response->International Response'],[],[],[],[],['Camp'],[],[]
74a6e548-2026-11ec-8bb4-0242ac110002,"The Border Guard Bangladesh (BGB) seized the largest total (480,000) of yaba tablets in the month. The single largest confiscation during the month was of 323375 Yaba pills by the Armed Police Battalion (APBn) when they arrested three Rohingyas including one woman from Camp-8 on 14 June.15 On 22 June, BGB made the second largest seizure with 70000 yaba tablets in Palongkhali, Ukhiya.",['Protection'],['Humanitarian Conditions->Physical And Mental Well Being'],['Context->Security & Stability'],['Adult Female (18 to 59 years old)'],[],['Of Concern'],"['24 Jun', 'Border Guard Bangladesh', 'Palongkhali', 'Rohingyas', 'Ukhiya']",[],[],[],['Humanitarian Conditions->Physical And Mental Well Being'],['Context->Security & Stability'],['Adult Female (18 to 59 years old)'],[],['Of Concern'],"['24 Jun', 'Border Guard Bangladesh', 'Rohingyas']",[],"['Affected', 'Displaced', 'Refugees']",[],"['Impact->Impact On People', 'Impact->Impact On Systems, Services And Networks']",[],[],[],[],[],[],[],['Protection'],"['Impact->Impact On People', 'Impact->Impact On Systems, Services And Networks']",[],[],[],[],"['Palongkhali', 'Ukhiya']",[],[]
585ed60c-1d01-11ec-833e-0242ac110002,"Household rental costs present another financial concern, with some respondents paying an inordinately high amount of rent relative to their shelter type. For example, some HHs reported paying 300-600 TL/month to live in a garage – a price that could afford them an apartment, according to assessment findings.",['Shelter'],['Humanitarian Conditions->Living Standards'],['Context->Economy'],['Children/Youth Unspecified gender (5 to 17 years old)'],[],['Major'],['Adıyaman'],[],[],[],[],['Context->Economy'],['Children/Youth Unspecified gender (5 to 17 years old)'],[],[],[],[],"['Affected', 'Displaced']",[],[],[],[],[],[],[],[],[],['Shelter'],['Humanitarian Conditions->Living Standards'],[],[],[],['Major'],['Adıyaman'],[],[]
d0f3b676-1786-11ec-9a7f-0242ac110002,"In support of self-reliance and in response to difficult socio-economic conditions, UNHCR has been working through its partners to provide online vocational courses, Turkish language courses, soft skills online training and online entrepreneurship training. Given additional COVID-19 access restrictions, most of the training courses are being provided online. Those of a practical nature continue to take place in person such as cooking apprenticeship, computer-based technology, dry cleaning and apparel and textiles. In March, the vocational courses at eight public education centres in Ankara Bursa, Kayseri and Konya benefitted 250 individuals, 82 per cent of whom are female. The Ankara Metropolitan Municipality (AMM) Vocational Training Centre (VTC) benefitted 50 individuals, 56 per cent of whom are female through their vocational training and 83 individuals, 64 per cent of whom are female, through Turkish language programmes. The AMM VTC had resumed in-person training in February.","['Cross', 'Livelihoods']",['Capacities & Response->International Response'],['Context->Demography'],['Children/Youth Unspecified gender (5 to 17 years old)'],[],[],"['AMM', 'Ankara Bursa', 'Ankara Metropolitan Municipality', 'Kayseri', 'Konya', 'Vocational Training Centre']",[],[],[],[],['Context->Demography'],['Children/Youth Unspecified gender (5 to 17 years old)'],[],[],['Vocational Training Centre'],[],"['Affected', 'Displaced', 'Migrants']",[],"['Capacities & Response->Local Response', 'Capacities & Response->National Response', 'Capacities & Response->Number Of People Reached/Response Gaps']",[],[],[],[],[],[],[],"['Cross', 'Livelihoods']","['Capacities & Response->International Response', 'Capacities & Response->Local Response', 'Capacities & Response->National Response', 'Capacities & Response->Number Of People Reached/Response Gaps']",[],[],[],[],"['AMM', 'Ankara Bursa', 'Ankara Metropolitan Municipality', 'Kayseri', 'Konya']",[],[]
3198d0d0-1d02-11ec-a40e-0242ac110002,"During the reporting period, a total of 6.67 Metric ton total volume 165.71 Cubic meters of supplies were deployed to Cox’s Bazar includ- ing medicines, PPE and sample collection kits for the diagnosis of COVID-19. WHO continues its logistics support to the IEDCR Field Labora- tory with two vehicles providing transportation of COVID-19 sample collection in the camps.",['Health'],['Capacities & Response->International Response'],[],['Older Persons Unspecified gender (60+ years old)'],[],[],"['250 Bed District Sadar Hospital', 'Cubic', 'IEDCR Field Labora-']",[],[],[],[],[],['Older Persons Unspecified gender (60+ years old)'],[],[],"['250 Bed District Sadar Hospital', 'Cubic', 'IEDCR Field Labora-']",[],"['Affected', 'Displaced', 'Refugees']",[],[],[],[],[],[],[],[],[],['Health'],['Capacities & Response->International Response'],[],[],[],[],[],[],[]
1e2e339a-16b4-11ec-bc18-0242ac110002,"One team covered the western VDCs of Chhekampar, Chumchet and Sirdibas (only the community of Phillim and not the entirety of the VDC); while the other team covered the eastern VDCs of Bihi, Samaguan, Lho and Prok. In total, 13 communities were assessed, or 6,000 people (almost 90% of the total population in the 7 VDCs based of 2011 Census figures).",['Health'],['Capacities & Response->International Response'],['Context->Demography'],['Children/Youth Unspecified gender (5 to 17 years old)'],['GBV survivors'],[],"['Barpak', 'Lho', 'Prok', 'Samaguan', 'Sirdibas']",[],[],[],[],[],['Children/Youth Unspecified gender (5 to 17 years old)'],['GBV survivors'],[],[],[],['Displaced'],[],['Capacities & Response->Number Of People Reached/Response Gaps'],[],[],[],[],[],[],[],['Health'],"['Capacities & Response->International Response', 'Capacities & Response->Number Of People Reached/Response Gaps']",['Context->Demography'],[],[],[],"['Barpak', 'Lho', 'Prok', 'Samaguan', 'Sirdibas']",[],[]
0099a000-2026-11ec-94d2-0242ac110002,Road accidents claimed 14 lives (including a Rohingya m an) in June – and accounted for 24% of unnatural deaths in the district. ,['Protection'],['Humanitarian Conditions->Physical And Mental Well Being'],['Casualties->Dead'],['Children/Youth Unspecified gender (5 to 17 years old)'],['Indigenous people'],['Major'],"['24 Jun', 'Rohingya']",[],[],[],[],[],['Children/Youth Unspecified gender (5 to 17 years old)'],['Indigenous people'],['Major'],"['24 Jun', 'Rohingya']",[],"['Affected', 'Displaced']",[],[],[],[],[],['Critical'],[],[],[],['Protection'],['Humanitarian Conditions->Physical And Mental Well Being'],['Casualties->Dead'],[],[],['Critical'],[],[],[]
